City,Country,Longitude,Latitude,Humidity,Cloudiness,Max_Temp,Wind_Speed,Date
Bluff,NZ,168.33,-46.6,89,100,48.992000000000004,4.92,"(2020, 3, 23)"
Lagoa,PT,-27.98,39.05,77,67,58.766,7.5,"(2020, 3, 23)"
Turukhansk,RU,87.98,65.82,92,100,-5.6739999999999995,5.9,"(2020, 3, 23)"
Aberystwyth,GB,-4.08,52.42,76,84,42.998000000000005,0.45,"(2020, 3, 23)"
Souillac,MU,57.52,-20.52,94,40,78.99799999999999,4.6,"(2020, 3, 23)"
Taft,IR,54.21,31.75,61,75,48.2,2.1,"(2020, 3, 23)"
East London,ZA,27.91,-33.02,83,34,74.786,2.94,"(2020, 3, 23)"
Cape Town,ZA,18.42,-33.93,77,100,66.00200000000001,5.7,"(2020, 3, 23)"
Qaanaaq,GL,-69.36,77.48,92,100,-1.1739999999999995,1.27,"(2020, 3, 23)"
Honiara,SB,159.95,-9.43,100,40,73.4,1.0,"(2020, 3, 23)"
Rengo,CL,-70.87,-34.42,26,0,84.2,5.1,"(2020, 3, 23)"
Busselton,AU,115.33,-33.65,40,62,68.0,4.01,"(2020, 3, 23)"
Ahipara,NZ,173.17,-35.17,69,26,63.986000000000004,10.89,"(2020, 3, 23)"
Evensk,RU,159.23,61.95,96,97,19.346,1.2,"(2020, 3, 23)"
Kloulklubed,PW,134.26,7.04,94,90,77.0,9.08,"(2020, 3, 23)"
Norman Wells,CA,-126.83,65.28,65,5,3.1999999999999993,3.1,"(2020, 3, 23)"
Faya,SA,42.45,18.39,87,0,59.0,2.6,"(2020, 3, 23)"
Hong Kong,HK,114.16,22.29,88,20,73.004,7.7,"(2020, 3, 23)"
Luau,AO,22.22,-10.71,97,29,66.866,1.1,"(2020, 3, 23)"
Tambura,SS,27.47,5.6,87,100,73.52600000000001,2.23,"(2020, 3, 23)"
Korla,CN,86.15,41.76,31,89,39.506,2.41,"(2020, 3, 23)"
Yellowknife,CA,-114.35,62.46,54,20,3.1999999999999993,8.2,"(2020, 3, 23)"
Leh,IN,77.58,34.17,51,80,10.165999999999997,1.89,"(2020, 3, 23)"
Jiaxing,CN,120.75,30.75,76,6,55.400000000000006,2.0,"(2020, 3, 23)"
Avarua,CK,-159.78,-21.21,94,100,80.6,5.1,"(2020, 3, 23)"
Atuona,PF,-139.03,-9.8,77,0,82.166,4.82,"(2020, 3, 23)"
Adré,TD,22.2,13.47,12,3,79.106,3.74,"(2020, 3, 23)"
New Norfolk,AU,147.06,-42.78,87,20,44.6,4.1,"(2020, 3, 23)"
Saint-François,FR,3.91,46.42,56,0,44.996,3.1,"(2020, 3, 23)"
Araguaçu,BR,-49.83,-12.93,81,71,80.726,0.86,"(2020, 3, 23)"
Kulhudhuffushi,MV,73.07,6.62,68,0,83.24600000000001,2.28,"(2020, 3, 23)"
Upernavik,GL,-56.15,72.79,80,100,-2.6140000000000043,5.29,"(2020, 3, 23)"
Capoterra,IT,8.97,39.18,62,20,51.8,3.6,"(2020, 3, 23)"
Lewistown,US,-77.57,40.6,100,90,39.992000000000004,0.9,"(2020, 3, 23)"
Ponta do Sol,PT,-17.1,32.67,67,75,62.6,7.7,"(2020, 3, 23)"
Gornozavodsk,RU,58.32,58.38,91,0,9.626000000000001,0.71,"(2020, 3, 23)"
Westport,US,-73.36,41.14,86,90,42.998000000000005,13.4,"(2020, 3, 23)"
Avera,US,-82.53,33.19,90,90,64.4,2.6,"(2020, 3, 23)"
Antigonish,CA,-62.0,45.62,60,1,32.0,3.6,"(2020, 3, 23)"
Ishigaki,JP,124.16,24.34,84,100,71.54599999999999,6.99,"(2020, 3, 23)"
Mehamn,NO,27.85,71.04,69,75,39.2,7.2,"(2020, 3, 23)"
Lubango,AO,13.49,-14.92,92,100,60.926,0.5,"(2020, 3, 23)"
Arraial do Cabo,BR,-42.03,-22.97,61,20,82.4,4.1,"(2020, 3, 23)"
Bud,US,-86.18,39.45,80,90,51.008,2.1,"(2020, 3, 23)"
Whitehorse,CA,-135.05,60.72,48,40,19.994,2.1,"(2020, 3, 23)"
Clyde River,CA,-68.59,70.47,83,20,-5.800000000000004,1.5,"(2020, 3, 23)"
Murakami,JP,139.48,38.23,77,100,31.406,2.68,"(2020, 3, 23)"
Corner Brook,CA,-57.95,48.97,84,20,32.0,4.1,"(2020, 3, 23)"
Port Augusta,AU,137.77,-32.5,67,90,62.6,2.6,"(2020, 3, 23)"
Northam,GB,-4.22,51.03,75,1,44.006,3.1,"(2020, 3, 23)"
Vaini,TO,-175.2,-21.2,83,20,80.6,3.6,"(2020, 3, 23)"
Lavrentiya,RU,-171.0,65.58,92,100,29.966,5.61,"(2020, 3, 23)"
Butaritari,KI,172.79,3.07,77,38,84.326,8.4,"(2020, 3, 23)"
Sol'-Iletsk,RU,54.99,51.16,74,100,36.266,5.69,"(2020, 3, 23)"
Airai,TL,125.41,-8.93,79,34,63.986000000000004,2.03,"(2020, 3, 23)"
Bethel,US,-73.41,41.37,86,90,41.0,8.2,"(2020, 3, 23)"
Chaohu,CN,117.87,31.6,71,7,51.8,2.0,"(2020, 3, 23)"
Sobolevo,RU,31.9,54.43,57,0,25.646,2.3,"(2020, 3, 23)"
Ţahţā,EG,31.5,26.77,31,82,75.2,4.1,"(2020, 3, 23)"
Samarai,PG,150.67,-10.62,87,99,79.106,1.78,"(2020, 3, 23)"
Kaitangata,NZ,169.85,-46.28,84,100,42.998000000000005,1.34,"(2020, 3, 23)"
Saint Anthony,US,-93.22,45.02,56,90,48.992000000000004,2.1,"(2020, 3, 23)"
Bitburg,DE,6.53,49.97,32,1,39.002,3.6,"(2020, 3, 23)"
Lebu,CL,-73.65,-37.62,98,100,57.146,4.55,"(2020, 3, 23)"
Barreirinhas,BR,-42.83,-2.75,90,3,78.566,1.88,"(2020, 3, 23)"
Ozernovskiy,RU,156.52,51.5,92,65,31.586,5.5,"(2020, 3, 23)"
Poum,NC,164.02,-20.23,76,33,79.106,9.25,"(2020, 3, 23)"
Ilulissat,GL,-51.1,69.22,78,75,12.2,5.7,"(2020, 3, 23)"
Narsaq,GL,-46.05,60.92,49,20,24.8,4.1,"(2020, 3, 23)"
Kahului,US,-156.47,20.89,57,40,77.0,8.2,"(2020, 3, 23)"
San Policarpo,PH,125.51,12.18,79,100,78.926,5.16,"(2020, 3, 23)"
Hithadhoo,MV,73.08,-0.6,71,100,84.146,3.21,"(2020, 3, 23)"
Brodokalmak,RU,62.08,55.57,85,34,19.4,1.0,"(2020, 3, 23)"
Port Blair,IN,92.75,11.67,64,0,81.626,4.58,"(2020, 3, 23)"
Saint-Philippe,RE,55.77,-21.36,74,70,80.6,5.1,"(2020, 3, 23)"
Vao,NC,167.48,-22.67,74,81,75.866,7.53,"(2020, 3, 23)"
Carnarvon,AU,113.63,-24.87,69,0,77.0,3.1,"(2020, 3, 23)"
Waingapu,ID,120.26,-9.66,74,74,83.066,5.38,"(2020, 3, 23)"
Takoradze,GH,-1.76,4.88,93,99,76.226,1.84,"(2020, 3, 23)"
Vardø,NO,31.11,70.37,100,100,26.6,9.8,"(2020, 3, 23)"
Bubaque,GW,-15.83,11.28,76,35,77.666,10.23,"(2020, 3, 23)"
Khatanga,RU,102.5,71.97,98,93,-18.094,4.01,"(2020, 3, 23)"
Saldanha,ZA,17.94,-33.01,77,99,62.6,5.1,"(2020, 3, 23)"
Ancud,CL,-73.82,-41.87,100,90,59.0,5.7,"(2020, 3, 23)"
San Juan,AR,-68.54,-31.54,17,0,96.38600000000001,5.47,"(2020, 3, 23)"
Nantucket,US,-70.1,41.28,86,90,41.0,6.2,"(2020, 3, 23)"
Marystown,CA,-55.15,47.17,64,0,30.146,6.48,"(2020, 3, 23)"
Saint-Augustin,CA,-58.65,51.23,75,33,24.566,10.15,"(2020, 3, 23)"
Necochea,AR,-58.74,-38.55,29,95,89.006,11.18,"(2020, 3, 23)"
Itoman,JP,127.67,26.12,68,40,68.0,3.6,"(2020, 3, 23)"
Russell,US,-85.2,32.35,69,90,78.008,2.6,"(2020, 3, 23)"
Thinadhoo,MV,72.93,0.53,76,94,82.886,4.9,"(2020, 3, 23)"
Longyan,CN,117.02,25.11,95,99,60.206,0.98,"(2020, 3, 23)"
Half Moon Bay,US,-122.43,37.46,76,90,60.008,2.6,"(2020, 3, 23)"
Yerbogachën,RU,108.01,61.28,92,95,-5.134,3.9,"(2020, 3, 23)"
Sitka,US,-135.33,57.05,24,1,44.6,4.1,"(2020, 3, 23)"
Lábrea,BR,-64.8,-7.26,61,78,85.226,0.87,"(2020, 3, 23)"
Cooma,AU,149.13,-36.23,100,90,37.4,1.5,"(2020, 3, 23)"
Hualmay,PE,-77.61,-11.1,50,56,80.54599999999999,5.06,"(2020, 3, 23)"
Dawei,MM,98.2,14.08,74,0,77.846,2.72,"(2020, 3, 23)"
‘Āhuimanu,US,-157.84,21.44,88,90,77.0,4.6,"(2020, 3, 23)"
Vila,PT,-8.16,42.03,76,0,60.008,3.6,"(2020, 3, 23)"
Portland,US,-122.68,45.52,62,75,53.006,5.7,"(2020, 3, 23)"
Mar del Plata,AR,-57.56,-38.0,35,67,87.008,7.2,"(2020, 3, 23)"
Torbay,CA,-52.73,47.67,46,5,33.998,9.3,"(2020, 3, 23)"
Ha Tinh,VN,105.9,18.33,94,2,72.98599999999999,1.04,"(2020, 3, 23)"
Lüderitz,NA,15.16,-26.65,60,0,71.6,7.2,"(2020, 3, 23)"
Huilong,CN,121.66,31.81,74,45,59.0,2.67,"(2020, 3, 23)"
Southampton,GB,-1.4,50.9,56,1,44.996,3.1,"(2020, 3, 23)"
Ossora,RU,163.07,59.24,95,52,22.226,1.33,"(2020, 3, 23)"
Lata,PT,-8.33,40.16,82,40,59.0,2.1,"(2020, 3, 23)"
Kenora,CA,-94.43,49.82,59,0,41.0,5.7,"(2020, 3, 23)"
Petropavlovsk-Kamchatskiy,RU,158.65,53.05,97,75,37.4,6.0,"(2020, 3, 23)"
Kontagora,NG,5.47,10.4,45,100,86.846,1.9,"(2020, 3, 23)"
Villa Carlos Paz,AR,-64.5,-31.42,45,0,89.99600000000001,8.2,"(2020, 3, 23)"
Tarabuco,BO,-64.92,-19.17,61,46,65.96600000000001,3.85,"(2020, 3, 23)"
Gushikawa,JP,127.87,26.35,72,75,68.0,2.6,"(2020, 3, 23)"
Opuwo,NA,13.84,-18.06,57,71,72.086,1.69,"(2020, 3, 23)"
Cherskiy,RU,161.3,68.75,93,100,13.585999999999999,4.16,"(2020, 3, 23)"
Chokurdakh,RU,147.92,70.63,99,76,-15.033999999999999,3.3,"(2020, 3, 23)"
Kieta,PG,155.63,-6.22,78,71,81.266,2.02,"(2020, 3, 23)"
Mackenzie,CA,-123.17,55.3,50,75,33.8,7.7,"(2020, 3, 23)"
São Filipe,CV,-24.5,14.9,76,11,68.48599999999999,7.33,"(2020, 3, 23)"
Labuan,MY,115.24,5.28,94,75,78.80000000000001,7.23,"(2020, 3, 23)"
Ondjiva,AO,15.73,-17.07,75,62,71.54599999999999,2.63,"(2020, 3, 23)"
Baghdad,IQ,44.4,33.34,58,0,57.2,1.0,"(2020, 3, 23)"
Rawson,AR,-65.1,-43.3,39,99,76.586,8.08,"(2020, 3, 23)"
Lompoc,US,-120.46,34.64,72,90,62.6,3.6,"(2020, 3, 23)"
Saint Paul Harbor,US,-152.41,57.79,34,1,48.2,11.3,"(2020, 3, 23)"
Nemuro,JP,145.57,43.32,72,0,29.246,3.37,"(2020, 3, 23)"
Gornopravdinsk,RU,69.9,60.05,94,0,10.346,2.92,"(2020, 3, 23)"
Haines Junction,CA,-137.51,60.75,85,92,13.225999999999999,1.25,"(2020, 3, 23)"
Muisne,EC,-80.03,0.6,83,75,84.2,3.6,"(2020, 3, 23)"
Wilson,US,-86.28,36.15,76,90,59.0,2.24,"(2020, 3, 23)"
Sioux Lookout,CA,-91.92,50.1,44,75,41.0,6.2,"(2020, 3, 23)"
Marawi,PH,124.29,8.0,88,100,75.00200000000001,2.24,"(2020, 3, 23)"
Tuatapere,NZ,167.68,-46.13,89,100,48.992000000000004,4.92,"(2020, 3, 23)"
Trelew,AR,-65.31,-43.25,21,69,84.686,10.24,"(2020, 3, 23)"
Cairns,AU,145.77,-16.92,88,90,75.2,5.7,"(2020, 3, 23)"
Richards Bay,ZA,32.04,-28.78,83,93,74.24600000000001,5.97,"(2020, 3, 23)"
Mīrābād,AF,61.84,30.44,38,0,60.746,4.49,"(2020, 3, 23)"
La Ronge,CA,-105.28,55.1,53,20,24.8,5.1,"(2020, 3, 23)"
Bonavista,CA,-53.11,48.65,51,0,33.998,4.47,"(2020, 3, 23)"
Severo-Kuril'sk,RU,156.12,50.68,90,89,27.625999999999998,4.56,"(2020, 3, 23)"
Fengzhen,CN,113.15,40.44,43,92,39.866,1.85,"(2020, 3, 23)"
Cabo San Lucas,MX,-109.91,22.89,50,5,87.99799999999999,6.2,"(2020, 3, 23)"
Talnakh,RU,88.4,69.49,84,90,1.3999999999999986,17.0,"(2020, 3, 23)"
Agadez,NE,10.25,19.75,9,29,83.426,2.39,"(2020, 3, 23)"
Dryden,CA,-92.75,49.78,38,40,41.0,8.2,"(2020, 3, 23)"
Itaueira,BR,-43.03,-7.6,89,100,77.846,1.07,"(2020, 3, 23)"
Tabou,CI,-7.35,4.42,96,100,73.706,2.41,"(2020, 3, 23)"
Bossangoa,CF,17.46,6.49,43,20,82.706,1.64,"(2020, 3, 23)"
General Roca,AR,-67.58,-39.03,19,0,87.80000000000001,1.5,"(2020, 3, 23)"
Saint-Doulchard,FR,2.35,47.1,49,0,51.8,5.1,"(2020, 3, 23)"
Jinsha,CN,121.07,32.09,67,50,51.008,2.97,"(2020, 3, 23)"
Krasnaya Gora,RU,31.6,53.0,79,2,21.2,3.0,"(2020, 3, 23)"
Villarrica,PY,-56.43,-25.75,29,10,92.966,3.61,"(2020, 3, 23)"
Dūngarpur,IN,73.72,23.83,35,59,75.686,3.16,"(2020, 3, 23)"
Sai Buri,TH,101.62,6.7,95,81,72.626,0.64,"(2020, 3, 23)"
Saskylakh,RU,114.08,71.92,95,6,-28.354000000000006,4.07,"(2020, 3, 23)"
Kārsava,LV,27.69,56.78,49,0,26.366,1.67,"(2020, 3, 23)"
Kruisfontein,ZA,24.73,-34.0,88,100,64.706,2.75,"(2020, 3, 23)"
Chimbarongo,CL,-71.05,-34.7,20,0,84.2,3.6,"(2020, 3, 23)"
Hofn,IS,-15.21,64.25,74,75,35.6,8.2,"(2020, 3, 23)"
Broken Hill,AU,141.43,-31.95,30,100,59.0,3.1,"(2020, 3, 23)"
Myanaung,MM,95.32,18.28,68,0,66.506,1.97,"(2020, 3, 23)"
Yerofey Pavlovich,RU,121.97,53.97,97,100,19.886,0.24,"(2020, 3, 23)"
Eureka,US,-124.16,40.8,71,40,55.004,2.8,"(2020, 3, 23)"
Hokitika,NZ,170.97,-42.72,60,100,50.666,2.92,"(2020, 3, 23)"
Slave Lake,CA,-114.77,55.28,86,90,28.4,3.1,"(2020, 3, 23)"
Tocopilla,CL,-70.2,-22.09,39,0,70.826,4.22,"(2020, 3, 23)"
Imeni Poliny Osipenko,RU,136.49,52.42,82,0,13.585999999999999,1.19,"(2020, 3, 23)"
Laguna,US,-121.42,38.42,59,20,64.994,7.7,"(2020, 3, 23)"
Geraldton,AU,114.6,-28.77,42,0,80.6,5.7,"(2020, 3, 23)"
Los Llanos de Aridane,ES,-17.92,28.66,59,40,64.4,10.3,"(2020, 3, 23)"
Shirokiy,RU,129.52,49.76,84,0,18.086,0.76,"(2020, 3, 23)"
Tuktoyaktuk,CA,-133.04,69.45,70,20,-5.800000000000004,3.6,"(2020, 3, 23)"
Bismarck,US,-100.78,46.81,40,1,53.996,8.7,"(2020, 3, 23)"
Ankara,TR,32.85,39.92,54,40,53.6,2.1,"(2020, 3, 23)"
Port Hawkesbury,CA,-61.35,45.62,69,1,33.008,3.6,"(2020, 3, 23)"
Vanavara,RU,102.28,60.34,95,86,-3.6939999999999955,2.98,"(2020, 3, 23)"
Samaná,DO,-69.34,19.21,78,75,80.6,4.1,"(2020, 3, 23)"
Ngunguru,NZ,174.5,-35.62,79,0,62.006,3.13,"(2020, 3, 23)"
Rāvar,IR,56.81,31.27,52,33,49.04600000000001,5.57,"(2020, 3, 23)"
Altay,CN,88.12,47.87,72,0,3.686,3.53,"(2020, 3, 23)"
Kysyl-Syr,RU,122.76,63.9,95,100,30.506,5.45,"(2020, 3, 23)"
Morondava,MG,44.28,-20.28,92,17,74.426,1.29,"(2020, 3, 23)"
Talaya,RU,152.75,61.38,86,29,5.126000000000001,1.4,"(2020, 3, 23)"
City of San Pedro,PH,121.02,14.35,69,20,80.6,1.5,"(2020, 3, 23)"
Bambous Virieux,MU,57.76,-20.34,94,40,78.99799999999999,4.6,"(2020, 3, 23)"
Nakhon Nayok,TH,101.21,14.2,75,2,84.00200000000001,1.26,"(2020, 3, 23)"
Tanout,NE,8.89,14.97,10,0,87.02600000000001,3.01,"(2020, 3, 23)"
Arrondissement de Perpignan,FR,2.75,42.75,71,75,53.996,3.1,"(2020, 3, 23)"
Chui,UY,-53.46,-33.7,65,41,74.786,6.19,"(2020, 3, 23)"
Hanchuan,CN,113.77,30.65,68,63,64.4,3.0,"(2020, 3, 23)"
Hobart,AU,147.33,-42.88,87,20,44.6,4.1,"(2020, 3, 23)"
La Santisima Trinidad,BO,-64.9,-14.83,77,10,85.766,1.33,"(2020, 3, 23)"
Najrān,SA,44.13,17.49,35,5,69.80000000000001,3.1,"(2020, 3, 23)"
Acapulco de Juárez,MX,-99.89,16.86,66,5,86.0,4.6,"(2020, 3, 23)"
Los Andes,CL,-70.6,-32.83,23,0,87.80000000000001,7.2,"(2020, 3, 23)"
Lensk,RU,114.93,60.73,87,100,10.526,7.13,"(2020, 3, 23)"
Belluno,IT,12.22,46.15,48,100,42.8,1.0,"(2020, 3, 23)"
Paredon,MX,-93.87,16.03,68,0,83.96600000000001,5.68,"(2020, 3, 23)"
Pirovskoye,RU,92.27,57.63,99,13,-4.774000000000001,2.5,"(2020, 3, 23)"
São Mateus,BR,-39.86,-18.72,87,100,71.186,2.79,"(2020, 3, 23)"
Srandakan,ID,110.25,-7.94,88,99,74.606,1.11,"(2020, 3, 23)"
Huancabamba,PE,-79.45,-5.24,92,95,57.326,0.34,"(2020, 3, 23)"
San Patricio,MX,-104.7,19.22,78,20,82.4,4.1,"(2020, 3, 23)"
Iqaluit,CA,-68.51,63.75,67,75,17.6,1.5,"(2020, 3, 23)"
Vila Velha,BR,-40.29,-20.33,83,75,80.006,2.1,"(2020, 3, 23)"
Belaya Gora,RU,146.42,68.53,97,60,-9.994,2.77,"(2020, 3, 23)"
Fairbanks,US,-147.72,64.84,92,90,28.003999999999998,2.1,"(2020, 3, 23)"
Husavik,IS,-17.34,66.04,64,20,37.4,9.8,"(2020, 3, 23)"
Saint-Pierre,RE,55.48,-21.34,74,36,80.6,5.1,"(2020, 3, 23)"
Le Passage,FR,0.6,44.2,67,20,57.992000000000004,2.6,"(2020, 3, 23)"
Lukovetskiy,RU,41.92,64.3,50,0,30.2,4.0,"(2020, 3, 23)"
Tura,IN,90.22,25.52,49,56,69.566,1.56,"(2020, 3, 23)"
Zhangye,CN,100.45,38.93,26,100,49.226,1.42,"(2020, 3, 23)"
Sibolga,ID,98.78,1.74,92,75,71.006,1.47,"(2020, 3, 23)"
Cidreira,BR,-50.21,-30.18,74,0,74.606,9.84,"(2020, 3, 23)"
Lumsden,CA,-104.87,50.65,60,20,51.8,6.7,"(2020, 3, 23)"
Puerto del Rosario,ES,-13.86,28.5,77,20,64.4,7.7,"(2020, 3, 23)"
Ribeira Grande,PT,-28.7,38.52,81,65,55.166,5.64,"(2020, 3, 23)"
Beyneu,KZ,55.2,45.32,60,0,42.926,4.84,"(2020, 3, 23)"
Nyurba,RU,118.33,63.28,92,100,14.665999999999997,4.37,"(2020, 3, 23)"
Muravlenko,RU,74.52,63.79,91,100,19.166,10.21,"(2020, 3, 23)"
Koulikoro,ML,-7.75,14.0,19,41,87.566,3.81,"(2020, 3, 23)"
Neryungri,RU,124.65,56.67,96,99,18.805999999999997,1.47,"(2020, 3, 23)"
Spearfish,US,-103.86,44.49,20,75,60.998000000000005,4.6,"(2020, 3, 23)"
Manta,EC,-80.73,-0.95,74,40,84.2,5.7,"(2020, 3, 23)"
Kisanga,TZ,37.7,-7.44,96,96,70.46600000000001,0.91,"(2020, 3, 23)"
Birjand,IR,59.22,32.87,81,90,42.8,2.1,"(2020, 3, 23)"
Bloemhof,ZA,25.61,-27.65,55,54,64.166,1.05,"(2020, 3, 23)"
Aden,YE,45.04,12.78,68,0,82.706,4.79,"(2020, 3, 23)"
Liverpool,GB,-2.98,53.41,61,100,50.0,3.1,"(2020, 3, 23)"
Oriximiná,BR,-55.87,-1.77,70,62,85.946,1.52,"(2020, 3, 23)"
Raahe,FI,24.48,64.68,74,75,35.006,4.6,"(2020, 3, 23)"
Saquena,PE,-73.52,-4.67,86,100,81.80600000000001,0.71,"(2020, 3, 23)"
Kununurra,AU,128.73,-15.77,88,59,73.4,0.5,"(2020, 3, 23)"
Lima,PE,-77.03,-12.04,69,32,77.0,6.7,"(2020, 3, 23)"
Rome,US,-85.16,34.26,93,90,62.006,2.1,"(2020, 3, 23)"
Provideniya,RU,-173.3,64.38,92,90,30.2,8.0,"(2020, 3, 23)"
Krosno Odrzańskie,PL,15.1,52.05,53,0,30.992,2.15,"(2020, 3, 23)"
Desaguadero,PE,-69.04,-16.57,61,55,52.826,4.26,"(2020, 3, 23)"
Avila,ES,-5.0,40.58,76,50,48.2,3.1,"(2020, 3, 23)"
Shimoda,JP,138.95,34.67,87,0,39.992000000000004,5.58,"(2020, 3, 23)"
Tshikapa,CD,20.8,-6.42,93,33,70.826,1.16,"(2020, 3, 23)"
Kamaishi,JP,141.88,39.27,61,66,33.566,2.55,"(2020, 3, 23)"
Jinji,CN,110.83,23.23,82,13,71.906,1.42,"(2020, 3, 23)"
Batagay,RU,134.63,67.63,86,100,0.6260000000000012,2.51,"(2020, 3, 23)"
Lorengau,PG,147.27,-2.02,81,100,81.266,4.63,"(2020, 3, 23)"
Gornyy,RU,83.91,55.12,97,91,4.9460000000000015,2.1,"(2020, 3, 23)"
Litomyšl,CZ,16.31,49.87,53,0,32.0,2.6,"(2020, 3, 23)"
Yulara,AU,130.99,-25.24,37,25,71.6,7.2,"(2020, 3, 23)"
Corinth,GR,22.96,37.94,93,75,57.002,2.18,"(2020, 3, 23)"
Mongu,ZM,23.13,-15.25,97,8,64.706,1.9,"(2020, 3, 23)"
San Quintín,MX,-115.95,30.48,69,11,64.166,7.41,"(2020, 3, 23)"
Kalininsk,RU,44.48,51.5,82,74,22.945999999999998,4.56,"(2020, 3, 23)"
São Gabriel da Cachoeira,BR,-67.09,-0.13,63,40,91.4,3.6,"(2020, 3, 23)"
Karakol,KG,78.39,42.49,60,100,33.206,0.9,"(2020, 3, 23)"
Aksu,CN,80.26,41.12,28,94,52.286,2.99,"(2020, 3, 23)"
Nouadhibou,MR,-17.03,20.93,72,20,68.0,5.7,"(2020, 3, 23)"
Arrondissement de Nevers,FR,3.33,46.92,49,0,48.2,5.1,"(2020, 3, 23)"
Puerto Asís,CO,-76.5,0.51,70,64,87.80000000000001,1.0,"(2020, 3, 23)"
Arlit,NE,7.39,18.74,11,0,87.566,4.0,"(2020, 3, 23)"
Kemin,KG,75.69,42.78,78,100,31.046,4.85,"(2020, 3, 23)"
Adilabad,IN,78.53,19.67,43,0,79.46600000000001,2.7,"(2020, 3, 23)"
Ternate,ID,127.4,0.8,93,100,73.52600000000001,1.61,"(2020, 3, 23)"
Porto-Novo,BJ,2.6,6.5,83,20,82.4,5.1,"(2020, 3, 23)"
Havelock,US,-76.9,34.88,72,90,64.994,5.1,"(2020, 3, 23)"
Navalmoral de la Mata,ES,-5.54,39.89,70,1,51.008,5.14,"(2020, 3, 23)"
Sangīn,AF,64.84,32.07,62,30,59.126000000000005,4.83,"(2020, 3, 23)"
Atasū,KZ,71.64,48.68,95,44,12.686,4.39,"(2020, 3, 23)"
Kungsbacka,SE,12.08,57.49,74,100,41.0,4.6,"(2020, 3, 23)"
Talara,PE,-81.27,-4.58,100,0,62.6,8.7,"(2020, 3, 23)"
Kapit,MY,112.93,2.02,100,100,72.446,0.48,"(2020, 3, 23)"
Chase,CA,-119.69,50.82,42,75,48.992000000000004,4.1,"(2020, 3, 23)"
Luanda,AO,13.23,-8.84,78,75,82.4,2.6,"(2020, 3, 23)"
Maniitsoq,GL,-52.9,65.42,68,97,13.405999999999999,6.47,"(2020, 3, 23)"
Tautira,PF,-149.15,-17.73,66,20,86.0,4.1,"(2020, 3, 23)"
Tiznit Province,MA,-9.5,29.58,90,99,50.846000000000004,7.81,"(2020, 3, 23)"
Saint George,US,-113.58,37.1,81,90,48.2,1.5,"(2020, 3, 23)"
Inhambane,MZ,35.38,-23.86,83,0,78.386,3.68,"(2020, 3, 23)"
Calama,CL,-68.93,-22.47,23,0,75.2,11.3,"(2020, 3, 23)"
Kachug,RU,105.88,53.96,88,100,17.726,1.87,"(2020, 3, 23)"
Kirksville,US,-92.58,40.19,100,40,46.994,2.76,"(2020, 3, 23)"
Manoel Urbano,BR,-69.26,-8.84,53,82,87.386,1.0,"(2020, 3, 23)"
Palafrugell,ES,3.16,41.92,100,90,55.994,2.6,"(2020, 3, 23)"
Yenagoa,NG,6.26,4.92,93,100,76.946,1.83,"(2020, 3, 23)"
Tigil',RU,158.67,57.8,80,100,24.026,3.97,"(2020, 3, 23)"
Praia,CV,-23.51,14.92,53,20,73.4,8.7,"(2020, 3, 23)"
Isangel,VU,169.27,-19.55,94,75,77.0,2.6,"(2020, 3, 23)"
Sioni,GE,45.02,41.99,54,75,53.6,4.1,"(2020, 3, 23)"
Rio Grande,BR,-52.1,-32.03,61,40,82.4,9.3,"(2020, 3, 23)"
Okhotsk,RU,143.3,59.38,80,59,6.385999999999999,3.74,"(2020, 3, 23)"
Nuuk,GL,-51.72,64.18,48,69,21.2,1.5,"(2020, 3, 23)"
College Station,US,-96.33,30.63,69,90,82.994,4.1,"(2020, 3, 23)"
Itarema,BR,-39.92,-2.92,84,42,77.666,2.01,"(2020, 3, 23)"
Bandarbeyla,SO,50.81,9.49,76,100,82.886,3.7,"(2020, 3, 23)"
Oudtshoorn,ZA,22.2,-33.59,88,100,64.4,1.99,"(2020, 3, 23)"
Basco,PH,121.97,20.45,80,22,78.74600000000001,1.77,"(2020, 3, 23)"
Havøysund,NO,24.66,71.0,69,75,39.2,7.2,"(2020, 3, 23)"
Beira,MZ,34.84,-19.84,94,20,75.2,2.1,"(2020, 3, 23)"
Hasaki,JP,140.83,35.73,93,75,37.4,2.1,"(2020, 3, 23)"
Vilhena,BR,-60.15,-12.74,88,40,77.0,3.1,"(2020, 3, 23)"
Guhāgar,IN,73.19,17.48,79,0,81.086,7.14,"(2020, 3, 23)"
Duluth,US,-92.11,46.78,41,1,44.996,1.66,"(2020, 3, 23)"
Florianópolis,BR,-48.5,-27.61,73,40,78.008,4.6,"(2020, 3, 23)"
Yurino,RU,46.3,56.29,49,40,26.6,6.0,"(2020, 3, 23)"
Christchurch,NZ,172.63,-43.53,52,0,46.994,4.6,"(2020, 3, 23)"
Nhulunbuy,AU,136.77,-12.23,94,75,78.80000000000001,5.7,"(2020, 3, 23)"
Camacha,PT,-16.33,33.08,77,40,62.6,7.7,"(2020, 3, 23)"
At-Bashi,KG,75.81,41.17,76,100,18.985999999999997,2.68,"(2020, 3, 23)"
Gizo Government Station,SB,156.84,-8.1,84,83,77.666,1.22,"(2020, 3, 23)"
San Lorenzo,PY,-57.53,-25.33,26,20,96.8,3.6,"(2020, 3, 23)"
